Code,Name,Address,Postcode,Postcode nospace,URL,JSON,Council,Constituency,Ward,lat-lng
7A1A1,The Delivery Suite,"Sarn Lane, Rhyl, Clwyd, LL18 5UJ",LL18 5UJ,LL185UJ,http://uk-postcodes.com/postcode/LL185UJ.json,"{""postcode"":""LL18 5UJ"",""geo"":{""lat"":53.27176110116699,""lng"":-3.4963309902286483,""easting"":300309.0,""northing"":376019.0,""geohash"":""http://geohash.org/gcmx03y49848""},""administrative"":{""council"":{""title"":""Denbighshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000004"",""code"":""W06000004""},""constituency"":{""title"":""Vale of Clwyd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000060"",""code"":""W07000060""},""parish"":{""title"":""Bodelwyddan Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000142"",""code"":""W04000142""}}}",Denbighshire,Vale of Clwyd,,"53.27176110116699,-3.4963309902286483"
7A1A4,The Delivery Suite,"Croesnewydd Road, Wrexham, LL13 7TD",LL13 7TD,LL137TD,http://uk-postcodes.com/postcode/LL137TD.json,"{""postcode"":""LL13 7TD"",""geo"":{""lat"":53.04617861411426,""lng"":-3.0101658845701857,""easting"":332375.0,""northing"":350356.0,""geohash"":""http://geohash.org/gcmvg8b06h3t""},""administrative"":{""council"":{""title"":""Wrexham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000006"",""code"":""W06000006""},""constituency"":{""title"":""Wrexham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000044"",""code"":""W07000044""},""parish"":{""title"":""Offa Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000237"",""code"":""W04000237""}}}",Wrexham,Wrexham,,"53.04617861411426,-3.0101658845701857"
7A1AU,The Delivery Suite,"Penrhosgarnedd, Bangor, Gwynedd, LL57 2PW",LL57 2PW,LL572PW,http://uk-postcodes.com/postcode/LL572PW.json,"{""postcode"":""LL57 2PW"",""geo"":{""lat"":53.20902674942018,""lng"":-4.15981122956664,""easting"":255857.0,""northing"":370173.0,""geohash"":""http://geohash.org/gcmn9q6vj37z""},""administrative"":{""council"":{""title"":""Gwynedd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000002"",""code"":""W06000002""},""constituency"":{""title"":""Arfon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000057"",""code"":""W07000057""},""parish"":{""title"":""Pentir Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000095"",""code"":""W04000095""}}}",Gwynedd,Arfon,,"53.20902674942018,-4.15981122956664"
zt003,The Delivery Suite,"5 Hospital Road, Newry, BT35 8DR",BT35 8DR,BT358DR,http://uk-postcodes.com/postcode/BT358DR.json,"{""postcode"":""BT35 8DR"",""geo"":{""lat"":54.180972587875154,""lng"":-6.352194297030179,""easting"":307634.0,""northing"":327028.0,""geohash"":""http://geohash.org/gcekprq7p1kd""},""administrative"":{""council"":{""title"":""Newry and Mourne"",""code"":""95P""},""ward"":{""title"":""Daisy Hill"",""code"":""95P 19""},""constituency"":{""title"":""Newry and Armagh"",""code"":""N06000011""}}}",Newry and Mourne,Newry and Armagh,Daisy Hill,"54.180972587875154,-6.352194297030179"
RJ701,The Delivery Suite,"Blackshaw Road, Tooting, London, SW17 0QT",SW17 0QT,SW170QT,http://uk-postcodes.com/postcode/SW170QT.json,"{""postcode"":""SW17 0QT"",""geo"":{""lat"":51.42672765087099,""lng"":-0.17573151563230635,""easting"":526925.0,""northing"":171325.0,""geohash"":""http://geohash.org/gcpus1bn3hv5""},""administrative"":{""council"":{""title"":""Wandsworth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000032"",""code"":""E09000032""},""ward"":{""title"":""Tooting"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000626"",""code"":""E05000626""},""constituency"":{""title"":""Tooting"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000998"",""code"":""E14000998""}}}",Wandsworth,Tooting,Tooting,"51.42672765087099,-0.17573151563230635"
RBL14,The Delivery Suite,"Arrowe Park Road, Upton, Wirral, Merseyside, CH49 5PE",CH49 5PE,CH495PE,http://uk-postcodes.com/postcode/CH495PE.json,"{""postcode"":""CH49 5PE"",""geo"":{""lat"":53.370845988684216,""lng"":-3.0954341585473286,""easting"":327212.0,""northing"":386557.0,""geohash"":""http://geohash.org/gcmz9ecgxnv1""},""administrative"":{""council"":{""title"":""Wirral"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000015"",""code"":""E08000015""},""ward"":{""title"":""Upton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000973"",""code"":""E05000973""},""constituency"":{""title"":""Wirral West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001044"",""code"":""E14001044""}}}",Wirral,Wirral West,Upton,"53.370845988684216,-3.0954341585473286"
RJF02,The Delivery Suite,"Belvedere Road, Burton upon Trent, Staffordshire, DE13 0RB",DE13 0RB,DE130RB,http://uk-postcodes.com/postcode/DE130RB.json,"{""postcode"":""DE13 0RB"",""geo"":{""lat"":52.817182117385116,""lng"":-1.6555131373541896,""easting"":423313.0,""northing"":324460.0,""geohash"":""http://geohash.org/gcqu6r46rsrg""},""administrative"":{""council"":{""title"":""East Staffordshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000193"",""code"":""E07000193""},""county"":{""title"":""Staffordshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000028"",""code"":""E10000028""},""ward"":{""title"":""Horninglow"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05006927"",""code"":""E05006927""},""constituency"":{""title"":""Burton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000610"",""code"":""E14000610""},""parish"":{""title"":""Horninglow and Eton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04008911"",""code"":""E04008911""},""electoral_district"":{""title"":""Horninglow and Stretton"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000014962"",""code"":""7000000000014962""}}}",East Staffordshire,Burton,Horninglow,"52.817182117385116,-1.6555131373541896"
RJ611,The Delivery Suite,"London Road, Thornton Heath, Croydon, Surrey, CR7 7YE",CR7 7YE,CR77YE,http://uk-postcodes.com/postcode/CR77YE.json,"{""postcode"":""CR7 7YE"",""geo"":{""lat"":51.389128862933134,""lng"":-0.10876881231400701,""easting"":531688.0,""northing"":167262.0,""geohash"":""http://geohash.org/gcpume0g3ebn""},""administrative"":{""council"":{""title"":""Croydon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000008"",""code"":""E09000008""},""ward"":{""title"":""West Thornton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000168"",""code"":""E05000168""},""constituency"":{""title"":""Croydon North"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000655"",""code"":""E14000655""}}}",Croydon,Croydon North,West Thornton,"51.389128862933134,-0.10876881231400701"
RWEAA,The Delivery Suite,"Infirmary Square, Leicester, Leicestershire, LE1 5WW",LE1 5WW,LE15WW,http://uk-postcodes.com/postcode/LE15WW.json,"{""postcode"":""LE1 5WW"",""geo"":{""lat"":52.6278185035576,""lng"":-1.1347881301100775,""easting"":458660.0,""northing"":303691.0,""geohash"":""http://geohash.org/gcr5qhtem82t""},""administrative"":{""council"":{""title"":""City of Leicester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000016"",""code"":""E06000016""},""ward"":{""title"":""Castle"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001789"",""code"":""E05001789""},""constituency"":{""title"":""Leicester South"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000783"",""code"":""E14000783""}}}",City of Leicester,Leicester South,Castle,"52.6278185035576,-1.1347881301100775"
7A4BV,The Delivery Suite,"Heath Park, Cardiff, South Glamorgan, CF14 4XW",CF14 4XW,CF144XW,http://uk-postcodes.com/postcode/CF144XW.json,"{""postcode"":""CF14 4XW"",""geo"":{""lat"":51.506769930172524,""lng"":-3.1893465684936553,""easting"":317551.0,""northing"":179319.0,""geohash"":""http://geohash.org/gcjtp2t8dvff""},""administrative"":{""council"":{""title"":""Cardiff"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000015"",""code"":""W06000015""},""constituency"":{""title"":""Cardiff North"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000051"",""code"":""W07000051""},""parish"":{""title"":""Heath Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000848"",""code"":""W04000848""}}}",Cardiff,Cardiff North,,"51.506769930172524,-3.1893465684936553"
ZT003,The Delivery Suite,"68 Lurgan Road, Portadown, Craigavon, BT63 5QQ",BT63 5QQ,BT635QQ,http://uk-postcodes.com/postcode/BT635QQ.json,"{""postcode"":""BT63 5QQ"",""geo"":{""lat"":54.434593546853144,""lng"":-6.409058377836318,""easting"":303285.0,""northing"":355171.0,""geohash"":""http://geohash.org/gcemwjt06pew""},""administrative"":{""council"":{""title"":""Craigavon"",""code"":""95N""},""ward"":{""title"":""Kernan"",""code"":""95N 16""},""constituency"":{""title"":""Upper Bann"",""code"":""N06000017""}}}",Craigavon,Upper Bann,Kernan,"54.434593546853144,-6.409058377836318"
RVY02,The Delivery Suite,"Wigan Road, Ormskirk, Lancashire, L39 2AZ",L39 2AZ,L392AZ,http://uk-postcodes.com/postcode/L392AZ.json,"{""postcode"":""L39 2AZ"",""geo"":{""lat"":53.56453739950944,""lng"":-2.8715979024919323,""easting"":342368.0,""northing"":407900.0,""geohash"":""http://geohash.org/gctbwxhuncmr""},""administrative"":{""council"":{""title"":""West Lancashire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000127"",""code"":""E07000127""},""county"":{""title"":""Lancashire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000017"",""code"":""E10000017""},""ward"":{""title"":""Derby"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005363"",""code"":""E05005363""},""constituency"":{""title"":""West Lancashire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001033"",""code"":""E14001033""},""electoral_district"":{""title"":""West Lancashire East"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000005152"",""code"":""7000000000005152""}}}",West Lancashire,West Lancashire,Derby,"53.56453739950944,-2.8715979024919323"
REF12,The Delivery Suite,"Truro, Cornwall, TR1 3LJ",TR1 3LJ,TR13LJ,http://uk-postcodes.com/postcode/TR13LJ.json,"{""postcode"":""TR1 3LJ"",""geo"":{""lat"":50.266695356585906,""lng"":-5.091437608755804,""easting"":179782.0,""northing"":45319.0,""geohash"":""http://geohash.org/gbumunu88zhv""},""administrative"":{""council"":{""title"":""Cornwall"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000052"",""code"":""E06000052""},""constituency"":{""title"":""Truro and Falmouth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001003"",""code"":""E14001003""},""parish"":{""title"":""Kenwyn"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04011451"",""code"":""E04011451""}}}",Cornwall,Truro and Falmouth,,"50.266695356585906,-5.091437608755804"
RN506,The Delivery Suite,"Aldermaston Road, Basingstoke, Hampshire, RG24 9NA",RG24 9NA,RG249NA,http://uk-postcodes.com/postcode/RG249NA.json,"{""postcode"":""RG24 9NA"",""geo"":{""lat"":51.280616519553455,""lng"":-1.109861083398246,""easting"":462180.0,""northing"":153873.0,""geohash"":""http://geohash.org/gcp5wxrg4rg8""},""administrative"":{""council"":{""title"":""Basingstoke and Deane"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000084"",""code"":""E07000084""},""county"":{""title"":""Hampshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000014"",""code"":""E10000014""},""ward"":{""title"":""Rooksdown"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004451"",""code"":""E05004451""},""constituency"":{""title"":""Basingstoke"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000545"",""code"":""E14000545""},""parish"":{""title"":""Rooksdown"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04004489"",""code"":""E04004489""},""electoral_district"":{""title"":""Basingstoke North West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000017614"",""code"":""7000000000017614""}}}",Basingstoke and Deane,Basingstoke,Rooksdown,"51.280616519553455,-1.109861083398246"
RXC01,The Delivery Suite,"The Ridge, St. Leonards-on-Sea, East Sussex, TN37 7RD",TN37 7RD,TN377RD,http://uk-postcodes.com/postcode/TN377RD.json,"{""postcode"":""TN37 7RD"",""geo"":{""lat"":50.885372002991694,""lng"":0.5677220700409504,""easting"":580708.0,""northing"":112683.0,""geohash"":""http://geohash.org/u103kzmkubu7""},""administrative"":{""council"":{""title"":""Hastings"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000062"",""code"":""E07000062""},""county"":{""title"":""East Sussex"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000011"",""code"":""E10000011""},""ward"":{""title"":""Conquest"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003934"",""code"":""E05003934""},""constituency"":{""title"":""Hastings and Rye"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000735"",""code"":""E14000735""},""electoral_district"":{""title"":""Ashdown and Conquest"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000002594"",""code"":""7000000000002594""}}}",Hastings,Hastings and Rye,Conquest,"50.885372002991694,0.5677220700409504"
RJE02,The Delivery Suite,"Newcastle Road, Stoke-on-Trent, Staffordshire, ST4 6QG",ST4 6QG,ST46QG,http://uk-postcodes.com/postcode/ST46QG.json,"{""postcode"":""ST4 6QG"",""geo"":{""lat"":53.00402451858443,""lng"":-2.2148577377867076,""easting"":385678.0,""northing"":345211.0,""geohash"":""http://geohash.org/gcqmt954y466""},""administrative"":{""council"":{""title"":""City of Stoke-on-Trent"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000021"",""code"":""E06000021""},""ward"":{""title"":""Penkhull and Stoke"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05008745"",""code"":""E05008745""},""constituency"":{""title"":""Stoke-on-Trent Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000972"",""code"":""E14000972""}}}",City of Stoke-on-Trent,Stoke-on-Trent Central,Penkhull and Stoke,"53.00402451858443,-2.2148577377867076"
RL403,The Delivery Suite,"Wednesfield Road, Wolverhampton, West Midlands, WV10 0QP",WV10 0QP,WV100QP,http://uk-postcodes.com/postcode/WV100QP.json,"{""postcode"":""WV10 0QP"",""geo"":{""lat"":52.5982511086297,""lng"":-2.096364120224662,""easting"":393569.0,""northing"":300055.0,""geohash"":""http://geohash.org/gcqe0r1rp0tt""},""administrative"":{""council"":{""title"":""City of Wolverhampton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000031"",""code"":""E08000031""},""ward"":{""title"":""Heath Town"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001330"",""code"":""E05001330""},""constituency"":{""title"":""Wolverhampton North East"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001049"",""code"":""E14001049""}}}",City of Wolverhampton,Wolverhampton North East,Heath Town,"52.5982511086297,-2.096364120224662"
RAS01,"The Delivery Suite, Duchess of Kent Maternity Wing","Pield Heath Road, Uxbridge, Middlesex, UB8 3NN",UB8 3NN,UB83NN,http://uk-postcodes.com/postcode/UB83NN.json,"{""postcode"":""UB8 3NN"",""geo"":{""lat"":51.525516330859645,""lng"":-0.46089095477140246,""easting"":506870.0,""northing"":181856.0,""geohash"":""http://geohash.org/gcptjebmukqv""},""administrative"":{""council"":{""title"":""Hillingdon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000017"",""code"":""E09000017""},""ward"":{""title"":""Brunel"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000326"",""code"":""E05000326""},""constituency"":{""title"":""Uxbridge and South Ruislip"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001007"",""code"":""E14001007""}}}",Hillingdon,Uxbridge and South Ruislip,Brunel,"51.525516330859645,-0.46089095477140246"
RGT32,The Delivery Unit,"Robinson Way, Cambridge, CB2 0SW",CB2 0SW,CB20SW,http://uk-postcodes.com/postcode/CB20SW.json,"{""postcode"":""CB2 0SW"",""geo"":{""lat"":52.173740433476624,""lng"":0.13912905633063954,""easting"":546375.0,""northing"":254988.0,""geohash"":""http://geohash.org/u120g1vq1fnh""},""administrative"":{""council"":{""title"":""Cambridge"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000008"",""code"":""E07000008""},""county"":{""title"":""Cambridgeshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000003"",""code"":""E10000003""},""ward"":{""title"":""Queen Edith's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05002712"",""code"":""E05002712""},""constituency"":{""title"":""South Cambridgeshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000934"",""code"":""E14000934""},""electoral_district"":{""title"":""Queen Edith's"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000001257"",""code"":""7000000000001257""}}}",Cambridge,South Cambridgeshire,Queen Edith's,"52.173740433476624,0.13912905633063954"
RW3SM,The Delivery Unit,"Whitworth Park, Manchester, M13 0JH",M13 0JH,M130JH,http://uk-postcodes.com/postcode/M130JH.json,"{""postcode"":""M13 0JH"",""geo"":{""lat"":53.459700476352324,""lng"":-2.226627330654468,""easting"":385049.0,""northing"":395907.0,""geohash"":""http://geohash.org/gcw2jk497f6q""},""administrative"":{""council"":{""title"":""Manchester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000003"",""code"":""E08000003""},""ward"":{""title"":""Ardwick"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000688"",""code"":""E05000688""},""constituency"":{""title"":""Manchester Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000807"",""code"":""E14000807""}}}",Manchester,Manchester Central,Ardwick,"53.459700476352324,-2.226627330654468"
RGP75,The Dolphin Suite,"Lowestoft Road, Gorleston, Great Yarmouth, Norfolk, NR31 6LA",NR31 6LA,NR316LA,http://uk-postcodes.com/postcode/NR316LA.json,"{""postcode"":""NR31 6LA"",""geo"":{""lat"":52.56166898151173,""lng"":1.7179944955705366,""easting"":652093.0,""northing"":302477.0,""geohash"":""http://geohash.org/u135p0e1bjm8""},""administrative"":{""council"":{""title"":""Great Yarmouth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000145"",""code"":""E07000145""},""county"":{""title"":""Norfolk"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000020"",""code"":""E10000020""},""ward"":{""title"":""Magdalen"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005794"",""code"":""E05005794""},""constituency"":{""title"":""Great Yarmouth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000717"",""code"":""E14000717""},""electoral_district"":{""title"":""Magdalen"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000006457"",""code"":""7000000000006457""}}}",Great Yarmouth,Great Yarmouth,Magdalen,"52.56166898151173,1.7179944955705366"
RBL14,The Eden Suite,"Arrowe Park Road, Upton, Wirral, Merseyside, CH49 5PE",CH49 5PE,CH495PE,http://uk-postcodes.com/postcode/CH495PE.json,"{""postcode"":""CH49 5PE"",""geo"":{""lat"":53.370845988684216,""lng"":-3.0954341585473286,""easting"":327212.0,""northing"":386557.0,""geohash"":""http://geohash.org/gcmz9ecgxnv1""},""administrative"":{""council"":{""title"":""Wirral"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000015"",""code"":""E08000015""},""ward"":{""title"":""Upton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000973"",""code"":""E05000973""},""constituency"":{""title"":""Wirral West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001044"",""code"":""E14001044""}}}",Wirral,Wirral West,Upton,"53.370845988684216,-3.0954341585473286"
RRV11,The EGA Birth Centre,"25 Grafton Way, London, WC1E 6DB",WC1E 6DB,WC1E6DB,http://uk-postcodes.com/postcode/WC1E6DB.json,"{""postcode"":""WC1E 6DB"",""geo"":{""lat"":51.524050099990774,""lng"":-0.135474518674614,""easting"":529448.0,""northing"":182218.0,""geohash"":""http://geohash.org/gcpvhgtm75nf""},""administrative"":{""council"":{""title"":""Camden"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000007"",""code"":""E09000007""},""ward"":{""title"":""Bloomsbury"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000129"",""code"":""E05000129""},""constituency"":{""title"":""Holborn and St. Pancras"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000750"",""code"":""E14000750""}}}",Camden,Holborn and St. Pancras,Bloomsbury,"51.524050099990774,-0.135474518674614"
RH801,The Exeter Low Risk Birth Unit,"Barrack Road, Wonford, Exeter, Devon, EX2 5DW",EX2 5DW,EX25DW,http://uk-postcodes.com/postcode/EX25DW.json,"{""postcode"":""EX2 5DW"",""geo"":{""lat"":50.716718009283824,""lng"":-3.506666686849395,""easting"":293730.0,""northing"":91870.0,""geohash"":""http://geohash.org/gcj880ww29rz""},""administrative"":{""council"":{""title"":""Exeter"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000041"",""code"":""E07000041""},""county"":{""title"":""Devon"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000008"",""code"":""E10000008""},""ward"":{""title"":""Priory"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003501"",""code"":""E05003501""},""constituency"":{""title"":""Exeter"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000698"",""code"":""E14000698""},""electoral_district"":{""title"":""Priory and St. Leonard's"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000022618"",""code"":""7000000000022618""}}}",Exeter,Exeter,Priory,"50.716718009283824,-3.506666686849395"
RAL01,The Florence Barrett Labour Ward,"Pond Street, London, NW3 2QG",NW3 2QG,NW32QG,http://uk-postcodes.com/postcode/NW32QG.json,"{""postcode"":""NW3 2QG"",""geo"":{""lat"":51.55322446743046,""lng"":-0.16530923863462474,""easting"":527297.0,""northing"":185410.0,""geohash"":""http://geohash.org/gcpvk0zxk186""},""administrative"":{""council"":{""title"":""Camden"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000007"",""code"":""E09000007""},""ward"":{""title"":""Hampstead Town"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000135"",""code"":""E05000135""},""constituency"":{""title"":""Hampstead and Kilburn"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000727"",""code"":""E14000727""}}}",Camden,Hampstead and Kilburn,Hampstead Town,"51.55322446743046,-0.16530923863462474"
RD304,The Haven Birthing Suite,"Longfleet Road, Poole, Dorset, BH15 2JB",BH15 2JB,BH152JB,http://uk-postcodes.com/postcode/BH152JB.json,"{""postcode"":""BH15 2JB"",""geo"":{""lat"":50.72199082684602,""lng"":-1.9731029677276646,""easting"":401994.0,""northing"":91374.0,""geohash"":""http://geohash.org/gcn8e1ejp27u""},""administrative"":{""council"":{""title"":""Poole"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000029"",""code"":""E06000029""},""ward"":{""title"":""Poole Town"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05002146"",""code"":""E05002146""},""constituency"":{""title"":""Poole"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000881"",""code"":""E14000881""}}}",Poole,Poole,Poole Town,"50.72199082684602,-1.9731029677276646"
RAL01,The Heath Birth Centre,"Pond Street, London, NW3 2QG",NW3 2QG,NW32QG,http://uk-postcodes.com/postcode/NW32QG.json,"{""postcode"":""NW3 2QG"",""geo"":{""lat"":51.55322446743046,""lng"":-0.16530923863462474,""easting"":527297.0,""northing"":185410.0,""geohash"":""http://geohash.org/gcpvk0zxk186""},""administrative"":{""council"":{""title"":""Camden"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000007"",""code"":""E09000007""},""ward"":{""title"":""Hampstead Town"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000135"",""code"":""E05000135""},""constituency"":{""title"":""Hampstead and Kilburn"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000727"",""code"":""E14000727""}}}",Camden,Hampstead and Kilburn,Hampstead Town,"51.55322446743046,-0.16530923863462474"
RJ122,The Home from Home Birth Centre,"Lambeth Palace Road, London, SE1 7EH",SE1 7EH,SE17EH,http://uk-postcodes.com/postcode/SE17EH.json,"{""postcode"":""SE1 7EH"",""geo"":{""lat"":51.497908061983686,""lng"":-0.1196563041448511,""easting"":530620.0,""northing"":179339.0,""geohash"":""http://geohash.org/gcpuvqbv5ccg""},""administrative"":{""council"":{""title"":""Lambeth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000022"",""code"":""E09000022""},""ward"":{""title"":""Bishop's"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000416"",""code"":""E05000416""},""constituency"":{""title"":""Vauxhall"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001008"",""code"":""E14001008""}}}",Lambeth,Vauxhall,Bishop's,"51.497908061983686,-0.1196563041448511"
RA201,The Home from Home Midwifery Led Unit,"Egerton Road, Guildford, Surrey, GU2 7XX",GU2 7XX,GU27XX,http://uk-postcodes.com/postcode/GU27XX.json,"{""postcode"":""GU2 7XX"",""geo"":{""lat"":51.241026186482564,""lng"":-0.6074480381915202,""easting"":497304.0,""northing"":150015.0,""geohash"":""http://geohash.org/gcped0jst7tg""},""administrative"":{""council"":{""title"":""Guildford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000209"",""code"":""E07000209""},""county"":{""title"":""Surrey"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000030"",""code"":""E10000030""},""ward"":{""title"":""Onslow"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007298"",""code"":""E05007298""},""constituency"":{""title"":""Guildford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000719"",""code"":""E14000719""},""electoral_district"":{""title"":""Guildford West"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042812"",""code"":""7000000000042812""}}}",Guildford,Guildford,Onslow,"51.241026186482564,-0.6074480381915202"
7A1AY,The Home from Home Unit,"Dolgellau, Gwynedd, LL40 1NT",LL40 1NT,LL401NT,http://uk-postcodes.com/postcode/LL401NT.json,"{""postcode"":""LL40 1NT"",""geo"":{""lat"":52.74081241111165,""lng"":-3.8819072314894325,""easting"":273048.0,""northing"":317570.0,""geohash"":""http://geohash.org/gcmhp9jm9000""},""administrative"":{""council"":{""title"":""Gwynedd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000002"",""code"":""W06000002""},""constituency"":{""title"":""Dwyfor Meirionnydd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000061"",""code"":""W07000061""},""parish"":{""title"":""Dolgellau Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000061"",""code"":""W04000061""}}}",Gwynedd,Dwyfor Meirionnydd,,"52.74081241111165,-3.8819072314894325"
